Timestamp,"Consent to Participate: Platform Use and Communication Survey

This survey is part of a research project at BRAC University studying how students and teachers manage communication across LMS platforms (e.g., Moodle, Google Classroom) and messaging apps (e.g., WhatsApp, Discord). It takes approximately 5-8 minutes.

Participation is completely voluntary. You may stop at any time by closing the form; partial responses will not be used.

This survey does not collect your name, email, student ID, or any other identifying information—your responses are fully anonymous and cannot be traced back to you.
There are no known risks to participating.

If you have questions about this research, you may contact [md.shamim.mia@g.bracu.ac.bd, israt.jahan.khan1@g.bracu.ac.bd, jamiul.haque.dipto@g.bracu.ac.bd].",1. What is your role?,2. What is your academic level/year of study? (if student),3. Name/Location of the university you are currently teaching/studying at?,4. What is your field of study/teaching?,5. Which LMS do you primarily use for your courses?,6. Which messaging platform(s) do you use alongside your LMS for course communication? (Select all that apply),"7. On average, how many separate platforms (LMS + messaging apps combined) do you use to keep up with a single course?","8. On a typical day, how many times do you switch between your LMS and messaging apps to check for course-related updates?",Mental Demand: How mentally demanding is it to keep track of information across your LMS and messaging apps?,"Physical Demand: How much physical effort (clicking, typing, switching apps/tabs, unlocking phone) does it take?",Temporal Demand: How rushed or under pressure do you feel from needing to constantly check multiple platforms?,Performance: How successful do you feel you are at keeping track of important course announcements and deadlines?,Effort: How much effort do you have to put in to coordinate and keep up with communication across platforms?,"Frustration: How irritated, stressed, or discouraged do you feel while managing communication across platforms?",1. How often do you miss an important deadline or announcement because it was posted on a platform you don't check regularly?,"2. ""I often feel like I've missed something important because course communication is spread across multiple platforms.""",3. Describe how your ideal learning management system should be? What features it should incorporate?,Overall_NASA_TLX,q8_num,miss_freq_num,miss_agree_num,q7_binary,uni_clean
8/30/2026 12:17:56,I have read the above information and voluntarily agree to participate.,Student,4th year,"BRAC University, Merul Badda, Dhaka.",CSE,Google Classroom,"WhatsApp, Discord, Messenger, Slack",3,11+ times,7,5,7,3,7,7,Often,Strongly Agree,Everything should be easier to use and in one single platform. ,6.0,4,4,5,Multi Channel (2+),BRAC University
8/30/2026 12:19:00,I have read the above information and voluntarily agree to participate.,Student,4th year,BRAC university ,Computer Science ,Doscord,"WhatsApp, Discord, Messenger, Slack",2,6-10 times,7,1,3,1,6,1,Rarely,Agree,,3.1666666666666665,3,2,4,Multi Channel (2+),BRAC University
8/30/2026 12:19:05,I have read the above information and voluntarily agree to participate.,Student,3rd year,BRAC UNIVERSITY ,CS,Google Classroom,"Discord, Messenger, Slack",2,6-10 times,6,5,6,4,6,6,Sometimes,Agree,,5.5,3,3,4,Multi Channel (2+),BRAC University
8/30/2026 12:23:12,I have read the above information and voluntarily agree to participate.,Student,3rd year,Brac University ,CS,Google Classroom,"Discord, Slack",1,0-2 times,4,1,2,4,4,3,Rarely,Agree,Idk,3.0,1,2,4,Single Channel (1),BRAC University
8/30/2026 12:24:00,I have read the above information and voluntarily agree to participate.,Student,4th year,Brac University ,Computer science ,Google Classroom,"Discord, Slack",3,3-5 times,6,5,7,4,7,7,Rarely,Strongly Agree,,6.0,2,2,5,Multi Channel (2+),BRAC University
8/30/2026 12:59:15,I have read the above information and voluntarily agree to participate.,Teacher,Graduate,RUET,ECE,Google Classroom,WhatsApp,2,6-10 times,7,7,4,3,3,7,Sometimes,Agree,,5.166666666666667,3,3,4,Multi Channel (2+),Other External Univ.
8/30/2026 13:42:58,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac University ,Cse,Google Classroom,Messenger,2,3-5 times,4,4,4,4,4,4,Rarely,Neutral,,4.0,2,2,3,Multi Channel (2+),BRAC University
8/30/2026 13:44:30,I have read the above information and voluntarily agree to participate.,Student,3rd year,BRAC university ,CS ,Google Classroom,Discord,2,3-5 times,1,5,5,6,4,7,Often,Strongly Agree,,4.666666666666667,2,4,5,Multi Channel (2+),BRAC University
8/30/2026 13:48:07,I have read the above information and voluntarily agree to participate.,Student,4th year,BRAC university ,CSE,Discord,"WhatsApp, Discord, Messenger, Slack",4 or more,3-5 times,7,7,7,5,7,7,Sometimes,Strongly Agree,One single platform with various windows of communication would be nice😑😑,6.666666666666667,2,3,5,Multi Channel (2+),BRAC University
8/30/2026 13:46:06,I have read the above information and voluntarily agree to participate.,Student,2nd year,BRAC UNIVERSITY ,Computer science ,Slack,"Discord, Google Classroom ",1,6-10 times,6,3,4,2,7,7,Sometimes,Strongly Agree,A single system should be introduced for the whole department. ,4.833333333333333,3,3,5,Single Channel (1),BRAC University
8/30/2026 13:46:13,I have read the above information and voluntarily agree to participate.,Student,3rd year,BRAC University ,CSE,Discord,"Discord, Slack",3,3-5 times,1,2,3,2,3,2,Rarely,Disagree,,2.1666666666666665,2,2,2,Multi Channel (2+),BRAC University
8/30/2026 13:46:32,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac,CSE,Google Classroom,"Discord, Slack",3,0-2 times,3,3,4,3,3,4,Sometimes,Agree,Using only a single platform for all courses would've been better,3.3333333333333335,1,3,4,Multi Channel (2+),BRAC University
8/30/2026 13:47:16,I have read the above information and voluntarily agree to participate.,Student,2nd year,BRACU,CSE,Google Classroom,"Discord, Messenger, Slack",2,3-5 times,6,3,6,4,5,7,Sometimes,Agree,Would be better if all courses had a single platform for updates or communication,5.166666666666667,2,3,4,Multi Channel (2+),BRAC University
8/30/2026 13:47:39,I have read the above information and voluntarily agree to participate.,Student,4th year,Brac,Study,Slack,"WhatsApp, Discord, Messenger, Slack",3,3-5 times,4,4,4,4,6,6,Often,Agree,All should be in one place,4.666666666666667,2,4,4,Multi Channel (2+),BRAC University
8/30/2026 13:47:44,I have read the above information and voluntarily agree to participate.,Student,3rd year,Brac University ,CS,Google Classroom,"WhatsApp, Messenger, Slack",3,0-2 times,6,3,7,3,3,6,Often,Agree,,4.666666666666667,1,4,4,Multi Channel (2+),BRAC University
8/30/2026 13:47:50,I have read the above information and voluntarily agree to participate.,Student,3rd year,Brac,Cse,Slack or discord,"Discord, Messenger",3,0-2 times,7,7,7,6,7,7,Often,Agree,,6.833333333333333,1,4,4,Multi Channel (2+),BRAC University
8/30/2026 13:48:10,I have read the above information and voluntarily agree to participate.,Student,3rd year,BRACU,CSE,"Fragmented across Bux, Google classroom, slack, discord, WhatsApp, etc ","WhatsApp, Discord, Messenger, Slack, Bux, email, github",3,11+ times,7,7,7,7,7,7,Often,Strongly Agree,Just use Google classroom. It Works and has all needed features in one place. It is integrated with gsuite which is already provided.,7.0,4,4,5,Multi Channel (2+),BRAC University
8/30/2026 13:48:42,I have read the above information and voluntarily agree to participate.,Student,4th year,BRAC UNIVERSITY,Cse,Google Classroom,"Discord, Slack",2,3-5 times,4,6,7,4,4,5,Sometimes,Agree,,5.0,2,3,4,Multi Channel (2+),BRAC University
8/30/2026 13:48:47,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac University ,CS,Discord,Messenger,3,3-5 times,4,2,5,6,4,4,Rarely,Agree,In one website or app,4.166666666666667,2,2,4,Multi Channel (2+),BRAC University
8/30/2026 13:50:36,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac University ,CS,Google Classroom,Slack,2,3-5 times,4,2,4,4,5,5,Sometimes,Neutral,,4.0,2,3,3,Multi Channel (2+),BRAC University
8/30/2026 13:50:54,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac,Cse,Google Classroom,"WhatsApp, Discord, Messenger, Slack, ",4 or more,3-5 times,4,3,3,4,4,3,Sometimes,Neutral,,3.5,2,3,3,Multi Channel (2+),BRAC University
8/30/2026 13:51:10,I have read the above information and voluntarily agree to participate.,Student,4th year,BRAC UNIVERSITY,CSE,Slack and discord,"Discord, Slack",2,0-2 times,6,6,5,4,5,4,Often,Agree,"A central platform where i can see every announcement, and quiz schedules",5.0,1,4,4,Multi Channel (2+),BRAC University
8/30/2026 13:51:11,I have read the above information and voluntarily agree to participate.,Student,2nd year,BRAC University ,CS ,Google Classroom,"Discord, Messenger, Slack",4 or more,6-10 times,4,3,5,6,5,4,Rarely,Neutral,,4.5,3,2,3,Multi Channel (2+),BRAC University
8/30/2026 13:51:17,I have read the above information and voluntarily agree to participate.,Student,2nd year,Brac University ,Cse,Google Classroom,"WhatsApp, Discord, Slack",3,3-5 times,7,7,7,1,7,7,Rarely,Strongly Agree,,6.0,2,2,5,Multi Channel (2+),BRAC University
8/30/2026 13:51:37,I have read the above information and voluntarily agree to participate.,Student,4th year,Brac University,Computer Science,Google Classroom,"Discord, Slack",2,6-10 times,4,3,3,4,5,5,Sometimes,Agree,,4.0,3,3,4,Multi Channel (2+),BRAC University
8/30/2026 13:51:42,I have read the above information and voluntarily agree to participate.,Student,2nd year,BracU,CS,Google Classroom,"Discord, Messenger, Slack",2,0-2 times,1,1,1,1,1,2,Rarely,Strongly Disagree,having everything sorted into one place ,1.1666666666666667,1,2,1,Multi Channel (2+),BRAC University
8/30/2026 13:52:07,I have read the above information and voluntarily agree to participate.,Student,2nd year,BRAC University ,CSE,Google Classroom,"WhatsApp, Discord, Messenger, Slack",4 or more,6-10 times,7,7,5,7,6,5,Never,Strongly Agree,"The course materials, communication and all the necessary features should be in one place for easier and more comfortable maneuver.",6.166666666666667,3,1,5,Multi Channel (2+),BRAC University
8/30/2026 13:53:28,I have read the above information and voluntarily agree to participate.,Student,3rd year,BRAC University,Computer Science and Engineering,Google Classroom,"Discord, Slack",3,6-10 times,5,5,5,2,4,6,Often,Agree,All the course announcements should be notified and recorded conveniently,4.5,3,4,4,Multi Channel (2+),BRAC University
8/30/2026 21:54:01,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac university ,Mathematics ,Slack,"Discord, Slack",2,3-5 times,5,2,2,2,2,3,Sometimes,Disagree,"My ideal Learning Management System (LMS) should be simple, user-friendly, fast, and well-organized, so that students can easily access all their academic resources from one place. The system should have a clean interface and work smoothly on both computers and mobile devices.",2.6666666666666665,2,3,2,Multi Channel (2+),BRAC University
8/30/2026 21:57:43,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac University,CSE,Google Classroom,"WhatsApp, Discord, Messenger, Slack",2,3-5 times,5,3,4,5,5,4,Rarely,Neutral,"A good learning platform should combine courses, assignments, and messaging in an easy-to-use space, with clear deadline reminders and a reliable offline mobile app for simple submission.",4.333333333333333,2,2,3,Multi Channel (2+),BRAC University
8/30/2026 21:58:36,I have read the above information and voluntarily agree to participate.,Student,1st year,BRAC University,Computer Science and Engineering ,Google Classroom,"Discord, Slack",2,3-5 times,3,4,4,5,4,2,Sometimes,Neutral,,3.6666666666666665,2,3,3,Multi Channel (2+),BRAC University
8/30/2026 22:07:03,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac University ,CSE ,Google Classroom,Slack,2,3-5 times,6,6,6,7,6,4,Often,Agree,,5.833333333333333,2,4,4,Multi Channel (2+),BRAC University
8/30/2026 22:08:17,I have read the above information and voluntarily agree to participate.,Student,1st year,BRAC University,CSE,Google Classroom,"Discord, Slack",3,3-5 times,6,2,4,2,5,3,Never,Disagree,It should be a central platform where all courses are hosted with the ability to directly communicate with coursemates and faculties seperately like a combination of Google Classrom and Discord.,3.6666666666666665,2,1,2,Multi Channel (2+),BRAC University
8/30/2026 22:09:54,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac University ,CSE,Google Classroom,"WhatsApp, Discord, Messenger, Slack",4 or more,6-10 times,4,3,3,6,3,2,Never,Strongly Disagree,,3.5,3,1,1,Multi Channel (2+),BRAC University
8/30/2026 22:12:21,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac University ,CS,Google Classroom,"WhatsApp, Messenger, Slack",2,3-5 times,3,3,4,2,3,2,Rarely,Neutral,,2.8333333333333335,2,2,3,Multi Channel (2+),BRAC University
8/30/2026 23:26:31,I have read the above information and voluntarily agree to participate.,Student,1st year,Brac University,CSE,"Bux, Google Classroom","Discord, Slack",3,3-5 times,6,7,7,1,6,7,Rarely,Strongly Agree,"There should be a single platform where every announcemnet , lecture sheets, marks will be shared. marks must have to remain private",5.666666666666667,2,2,5,Multi Channel (2+),BRAC University
8/30/2026 23:34:56,I have read the above information and voluntarily agree to participate.,Student,2nd year,BRAC UNIVERSITY,CSE,Google Classroom,"Discord, Slack",4 or more,3-5 times,7,4,7,7,6,7,Sometimes,Strongly Agree,EVERYTHING IN ONE PLACE,6.333333333333333,2,3,5,Multi Channel (2+),BRAC University
